report_date,weekday,workday,weekend,1st,early,middle,late,mon_or_fri_work,day_after_holiday,holiday,holiday_2,day_after_holiday_2,day_before_holiday_3,holiday_3,day_after_holiday_3,holiday_1st_or_3rd,day_before_or_after_holiday_normal_work,day_before_holiday_2,day_before_holiday_7,sunday_work,total_purchase_amt,total_redeem_amt,workday1,workday2,workday3,workday4,workday5,purchase_pre3,redeem_pre3,residual_log,residual
9/12/2014,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,254349369.6,271137749.2,,
9/13/2014,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,199922938.5,182207510,,
9/14/2014,7,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,194500641.5,198907721.8,,
9/15/2014,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,343954286.4,354970769.3,,
9/16/2014,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,319201220.4,283345151.7,,
9/17/2014,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,319201220.4,283345151.7,,
9/18/2014,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,319201220.4,283345151.7,,
9/19/2014,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,254349369.6,271137749.2,,
9/20/2014,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,199922938.5,182207510,,
9/21/2014,7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,164561374.9,221452025.1,,
9/22/2014,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,314015019.8,377515072.6,,
9/23/2014,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,289261953.8,305889455,,
9/24/2014,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,289261953.8,305889455,,
9/25/2014,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,289261953.8,305889455,,
9/26/2014,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,224410103,293682052.5,,
9/27/2014,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,205604911.3,227858639.2,,
9/28/2014,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,333089982.7,449935473.8,,
9/29/2014,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,271229360.5,362848233.8,,
9/30/2014,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,266934350.7,273883377.5,,
